origin,destination,intermediate,request_time_local,distance,duration,static_duration,description,duration_minutes,day_of_week,weekend,distance_miles,route_id,direction,route_description,request_time_UTC,polyline
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:40:40,11141,973,930,"US-151 N/E Washington Ave, WI-30 E and N Thompson Dr",16.216666666666665,Fri,Weekday,6.922696452716138,E Wash (Blair <-> E Springs),NB,"E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave, WI-30 E and N Thompson Dr",2025-10-17T17:40:40Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCFuFJSh@aNTwB`@sBTu@~@kCLm@FoAL]HI@i@GSOESD{@b@cATw@QUOGMSISDMPoABgBEGDw@Wc@Yg@o@[u@q@aCeDwKo@qAq@m@{@_@q@GkRW_AGkFOw@Ds@PWJoAz@{CtDi@`@eAb@w@J{FEw@Ja@JaAh@u@XsA|@uAlA]BSEUIU@QPGPwEhDq@RmABo@AOFiCIWI}BCs@FcA`@gAn@u@~@sAtBaN`TwAvBUDUT[IsIaNNW
Williamson_Wilson_outbound,Williamson_Thornton_outbound,NA,2025-10-17 12:40:40,1851,239,240,Williamson St,3.9833333333333334,Fri,Weekday,1.150158076831305,Williamson (Wilson <-> Thornton),NB,Williamson Wilson to Williamson Thornton via Williamson St,2025-10-17T17:40:40Z,{i|eGr}n`PQaAWs@cDsFk@y@E?{Ra[sHoL}D{GcM}Rs@iAoB}BiI_J
Williamson_Thornton_inbound,Williamson_Wilson_inbound,NA,2025-10-17 12:40:40,1755,220,217,Williamson St,3.6666666666666665,Fri,Weekday,1.0905064423765212,Williamson (Wilson <-> Thornton),SB,Williamson Thornton to Williamson Wilson via Williamson St,2025-10-17T17:40:40Z,{r~eGzxk`PrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`Bh@z@
Park_Badger_inbound,Park_University_inbound,NA,2025-10-17 12:40:40,4003,562,469,Wisconsin Law Enforcement Officers Hwy and S Park St,9.366666666666667,Fri,Weekday,2.4873488825260477,Park (Badger <-> University),NB,Park Badger to Park University via Wisconsin Law Enforcement Officers Hwy and S Park St,2025-10-17T17:40:40Z,u}teGfwr`P}K?cQAcEBuCD_KAeIIqB@sCXyCh@sA^eC~@aCtAiMrJ{IzGmHvFaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_Badger_inbound,Park_University_inbound,NA,2025-10-17 12:40:40,4810,654,534,Fish Hatchery Rd,10.9,Fri,Weekday,2.988795434661576,Park (Badger <-> University),NB,Park Badger to Park University via Fish Hatchery Rd,2025-10-17T17:40:40Z,u}teGfwr`PEdJB`BQzn@eO@MJwN@MKmCK}A]eBs@s@_@M?sXqRgDsBeAg@u@YsBa@yDCcGC_EGmD?kACOIWIOQQYaGrEaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_University_outbound,Park_Badger_outbound,NA,2025-10-17 12:40:40,3987,538,483,N Park St,8.966666666666667,Fri,Weekday,2.4774069434502506,Park (Badger <-> University),SB,Park University to Park Badger via N Park St,2025-10-17T17:40:40Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkDzEsDhCsBlE}CfLcJfCcBvB_AdCy@hBa@jDg@xAEtKBfGAnE@hKKtOFxGA
Park_University_outbound,Park_Badger_outbound,NA,2025-10-17 12:40:40,5086,619,601,N Park St and Fish Hatchery Rd,10.316666666666666,Fri,Weekday,3.1602938837190804,Park (Badger <-> University),SB,Park University to Park Badger via N Park St and Fish Hatchery Rd,2025-10-17T17:40:40Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkD~CaCrBKzBB~FB|@B|JB~@BrB`@t@XdAf@fDrBrXpRHNhBfAv@^vAVxBDZEFEvNANLjKBvBDNgi@kGCD_KG{FpFA
Broom_JND,Broom_Gorham,NA,2025-10-17 12:40:40,872,219,181,S Broom St,3.65,Fri,Weekday,0.5418356796309552,Broom (JND to University),NB,Broom JND to Broom Gorham via S Broom St,2025-10-17T17:40:40Z,qyzeGv_q`P]l@?Hy@jAmB`DsOpTyIhMm@x@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-17 12:40:40,2074,377,265,Regent St,6.283333333333333,Fri,Weekday,1.2887238527002307,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via Regent St,2025-10-17T17:40:40Z,stzeGdmv`PGq@FuHZ{gAH_@?eGBsBX_BdAsFb@cBRoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-17 12:40:40,2741,459,356,US-151,7.65,Fri,Weekday,1.7031784379225323,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via US-151,2025-10-17T17:40:40Z,stzeGdmv`PGq@FuHBuKhN@|ECvE@E}g@AW?oGDSKcAQq@wAaCmIyMuCsEyCwERoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
North_Shore_Bedford_WB,Regent_Monroe,NA,2025-10-17 12:40:40,2205,339,281,US-151 S and Regent St,5.65,Fri,Weekday,1.3701234788833214,Regent (Monroe <-> Bedford),WB,North Shore Bedford WB to Regent Monroe via US-151 S and Regent St,2025-10-17T17:40:40Z,eizeGlvq`PrD|Bz@f@XV`@j@Tt@Hh@@~@Ep@W~@i@|@wLzPMV]rBqB|JQ|ACnANdGB^]bkAElEG\NR
JND_Rimrock_inbound,Hairball_inbound,NA,2025-10-17 12:44:13,3849,351,289,John Nolen Dr,5.85,Fri,Weekday,2.3916577189214983,John Nolen Dr (Rimrock <-> Hairball),NB,JND Rimrock to Hairball via John Nolen Dr,2025-10-17T17:44:13Z,sqveG`|n`PwBnDgBvBiB`BgG~DgBv@gJ|CcBt@iAp@_BtAkG~GsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBkDcBcBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]SUG
Hairball_outbound,JND_Rimrock_outbound,NA,2025-10-17 12:44:13,3905,332,312,John Nolen Dr,5.533333333333333,Fri,Weekday,2.426454505686789,John Nolen Dr (Rimrock <-> Hairball),SB,Hairball to JND Rimrock via John Nolen Dr,2025-10-17T17:44:13Z,gh|eGjeo`P^?\H\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBhCpAxChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHiIhA_A|AaAh@WhGwBjBi@jBu@zA}@nGyE|AaBfAwA~@{AJA^ST@`@L
Johnson_First_inbound,University_Bassett,NA,2025-10-17 12:44:13,3483,426,403,E Gorham St,7.1,Fri,Weekday,2.1642358625626343,Gorham (First to Bassett),SB,Johnson First to University Bassett via E Gorham St,2025-10-17T17:44:13Z,yy_fGvql`PbDpFJRlD~FdCfEjEvGtD|Gv@rAn@hBJ`A@`CDf@Nn@L\h@hA~DvG`K`PjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
University_Bassett,University_Babcock,NA,2025-10-17 12:44:13,1409,315,205,University Ave,5.25,Fri,Weekday,0.8755120098624035,University (Bassett to Babcock),WB,University Bassett to University Babcock via University Ave,2025-10-17T17:44:13Z,_w{eGxvr`PJZFp@ArHMbWCdHG|FGjRErT?hDMhFKb@
Johnson_Orchard,Johnson_First_outbound,NA,2025-10-17 12:44:13,4639,781,559,W Johnson St,13.016666666666667,Fri,Weekday,2.882540960788992,Johnson (Orchard to First),NB,Johnson Orchard to Johnson First via W Johnson St,2025-10-17T17:44:13Z,gp{eG`gu`PDkFFkRVch@@eIGe@Wy@eAsBoVm`@qBmD}BoDoAiBeNoTkAuBkf@sv@{Vca@{F}Is@kAkCeFqCeF_@m@s@sAc@s@
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:44:13,8528,942,872,US-151 N/E Washington Ave,15.7,Fri,Weekday,5.299053527399984,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave,2025-10-17T17:44:13Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:44:13,14963,947,904,US-151 N/E Washington Ave and WI-30 E,15.783333333333333,Fri,Weekday,9.297577149447228,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave and WI-30 E,2025-10-17T17:44:13Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCLmJTmHVyEf@aGl@}EfA{G`A{Ex@cDzKs`@fA{Ep@{Dn@kFZaEJuBGO?aDMiCUuB[_Be@{Ak@oAy@iAs@u@cAq@gAc@{@QqBM[UiCBkDXoC`@qD~@iC`AaD~AiIfF}C`B}DbB}FhBu@P[Lac@~Keh@|MWM}JvBuW|GqDjA_C`AMLyEjCoI`FK?wJ~FMA{@Rs@?m@Oe@Yi@o@Yu@Q_AC}@B{@Lw@Z{@b@o@l@c@j@Mr@Ap@Pl@`@VXN?lSfXtKjNrBfCJPVJjA|AlAbBRFR@NW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:44:13,11141,987,930,"US-151 N/E Washington Ave, WI-30 E and N Thompson Dr",16.45,Fri,Weekday,6.922696452716138,E Wash (Blair <-> E Springs),NB,"E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave, WI-30 E and N Thompson Dr",2025-10-17T17:44:13Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCFuFJSh@aNTwB`@sBTu@~@kCLm@FoAL]HI@i@GSOESD{@b@cATw@QUOGMSISDMPoABgBEGDw@Wc@Yg@o@[u@q@aCeDwKo@qAq@m@{@_@q@GkRW_AGkFOw@Ds@PWJoAz@{CtDi@`@eAb@w@J{FEw@Ja@JaAh@u@XsA|@uAlA]BSEUIU@QPGPwEhDq@RmABo@AOFiCIWI}BCs@FcA`@gAn@u@~@sAtBaN`TwAvBUDUT[IsIaNNW
Williamson_Wilson_outbound,Williamson_Thornton_outbound,NA,2025-10-17 12:44:13,1851,244,240,Williamson St,4.066666666666666,Fri,Weekday,1.150158076831305,Williamson (Wilson <-> Thornton),NB,Williamson Wilson to Williamson Thornton via Williamson St,2025-10-17T17:44:13Z,{i|eGr}n`PQaAWs@cDsFk@y@E?{Ra[sHoL}D{GcM}Rs@iAoB}BiI_J
Williamson_Thornton_inbound,Williamson_Wilson_inbound,NA,2025-10-17 12:44:13,1755,217,217,Williamson St,3.6166666666666667,Fri,Weekday,1.0905064423765212,Williamson (Wilson <-> Thornton),SB,Williamson Thornton to Williamson Wilson via Williamson St,2025-10-17T17:44:13Z,{r~eGzxk`PrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`Bh@z@
Park_Badger_inbound,Park_University_inbound,NA,2025-10-17 12:44:14,4003,587,469,Wisconsin Law Enforcement Officers Hwy and S Park St,9.783333333333333,Fri,Weekday,2.4873488825260477,Park (Badger <-> University),NB,Park Badger to Park University via Wisconsin Law Enforcement Officers Hwy and S Park St,2025-10-17T17:44:14Z,u}teGfwr`P}K?cQAcEBuCD_KAeIIqB@sCXyCh@sA^eC~@aCtAiMrJ{IzGmHvFaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_Badger_inbound,Park_University_inbound,NA,2025-10-17 12:44:14,4810,688,534,Fish Hatchery Rd,11.466666666666667,Fri,Weekday,2.988795434661576,Park (Badger <-> University),NB,Park Badger to Park University via Fish Hatchery Rd,2025-10-17T17:44:14Z,u}teGfwr`PEdJB`BQzn@eO@MJwN@MKmCK}A]eBs@s@_@M?sXqRgDsBeAg@u@YsBa@yDCcGC_EGmD?kACOIWIOQQYaGrEaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_University_outbound,Park_Badger_outbound,NA,2025-10-17 12:44:14,3987,532,483,N Park St,8.866666666666667,Fri,Weekday,2.4774069434502506,Park (Badger <-> University),SB,Park University to Park Badger via N Park St,2025-10-17T17:44:14Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkDzEsDhCsBlE}CfLcJfCcBvB_AdCy@hBa@jDg@xAEtKBfGAnE@hKKtOFxGA
Park_University_outbound,Park_Badger_outbound,NA,2025-10-17 12:44:14,5086,626,601,N Park St and Fish Hatchery Rd,10.433333333333334,Fri,Weekday,3.1602938837190804,Park (Badger <-> University),SB,Park University to Park Badger via N Park St and Fish Hatchery Rd,2025-10-17T17:44:14Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkD~CaCrBKzBB~FB|@B|JB~@BrB`@t@XdAf@fDrBrXpRHNhBfAv@^vAVxBDZEFEvNANLjKBvBDNgi@kGCD_KG{FpFA
Broom_JND,Broom_Gorham,NA,2025-10-17 12:44:14,872,223,181,S Broom St,3.716666666666667,Fri,Weekday,0.5418356796309552,Broom (JND to University),NB,Broom JND to Broom Gorham via S Broom St,2025-10-17T17:44:14Z,qyzeGv_q`P]l@?Hy@jAmB`DsOpTyIhMm@x@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-17 12:44:14,2074,316,265,Regent St,5.266666666666667,Fri,Weekday,1.2887238527002307,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via Regent St,2025-10-17T17:44:14Z,stzeGdmv`PGq@FuHZ{gAH_@?eGBsBX_BdAsFb@cBRoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
North_Shore_Bedford_WB,Regent_Monroe,NA,2025-10-17 12:44:14,2205,334,281,US-151 S and Regent St,5.566666666666666,Fri,Weekday,1.3701234788833214,Regent (Monroe <-> Bedford),WB,North Shore Bedford WB to Regent Monroe via US-151 S and Regent St,2025-10-17T17:44:14Z,eizeGlvq`PrD|Bz@f@XV`@j@Tt@Hh@@~@Ep@W~@i@|@wLzPMV]rBqB|JQ|ACnANdGB^]bkAElEG\NR
JND_Rimrock_inbound,Hairball_inbound,NA,2025-10-17 12:59:51,3849,335,289,John Nolen Dr,5.583333333333333,Fri,Weekday,2.3916577189214983,John Nolen Dr (Rimrock <-> Hairball),NB,JND Rimrock to Hairball via John Nolen Dr,2025-10-17T17:59:51Z,sqveG`|n`PwBnDgBvBiB`BgG~DgBv@gJ|CcBt@iAp@_BtAkG~GsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBkDcBcBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]SUG
Hairball_outbound,JND_Rimrock_outbound,NA,2025-10-17 12:59:51,3905,341,312,John Nolen Dr,5.683333333333334,Fri,Weekday,2.426454505686789,John Nolen Dr (Rimrock <-> Hairball),SB,Hairball to JND Rimrock via John Nolen Dr,2025-10-17T17:59:51Z,gh|eGjeo`P^?\H\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBhCpAxChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHiIhA_A|AaAh@WhGwBjBi@jBu@zA}@nGyE|AaBfAwA~@{AJA^ST@`@L
Johnson_First_inbound,University_Bassett,NA,2025-10-17 12:59:52,3483,491,403,E Gorham St,8.183333333333334,Fri,Weekday,2.1642358625626343,Gorham (First to Bassett),SB,Johnson First to University Bassett via E Gorham St,2025-10-17T17:59:52Z,yy_fGvql`PbDpFJRlD~FdCfEjEvGtD|Gv@rAn@hBJ`A@`CDf@Nn@L\h@hA~DvG`K`PjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
University_Bassett,University_Babcock,NA,2025-10-17 12:59:52,1409,222,205,University Ave,3.7,Fri,Weekday,0.8755120098624035,University (Bassett to Babcock),WB,University Bassett to University Babcock via University Ave,2025-10-17T17:59:52Z,_w{eGxvr`PJZFp@ArHMbWCdHG|FGjRErT?hDMhFKb@
Johnson_Orchard,Johnson_First_outbound,NA,2025-10-17 12:59:52,4639,746,559,W Johnson St,12.433333333333334,Fri,Weekday,2.882540960788992,Johnson (Orchard to First),NB,Johnson Orchard to Johnson First via W Johnson St,2025-10-17T17:59:52Z,gp{eG`gu`PDkFFkRVch@@eIGe@Wy@eAsBoVm`@qBmD}BoDoAiBeNoTkAuBkf@sv@{Vca@{F}Is@kAkCeFqCeF_@m@s@sAc@s@
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:59:52,8528,928,872,US-151 N/E Washington Ave,15.466666666666667,Fri,Weekday,5.299053527399984,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave,2025-10-17T17:59:52Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:59:52,11141,973,930,US-151 N/E Washington Ave and WI-30 E,16.216666666666665,Fri,Weekday,6.922696452716138,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave and WI-30 E,2025-10-17T17:59:52Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCFuFJSh@aNTwB`@sBTu@~@kCLm@FoAL]HI@i@GSOESD{@b@cATw@QUOGMSISDMPoABgBEGDw@Wc@Yg@o@[u@q@aCeDwKo@qAq@m@{@_@q@GkRW_AGkFOw@Ds@PWJoAz@{CtDi@`@eAb@w@J{FEw@Ja@JaAh@u@XsA|@uAlA]BSEUIU@QPGPwEhDq@RmABo@AOFiCIWI}BCs@FcA`@gAn@u@~@sAtBaN`TwAvBUDUT[IsIaNNW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-17 12:59:52,14963,947,904,"US-151 N/E Washington Ave, WI-30 E and I-39 N/I-90 W",15.783333333333333,Fri,Weekday,9.297577149447228,E Wash (Blair <-> E Springs),NB,"E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave, WI-30 E and I-39 N/I-90 W",2025-10-17T17:59:52Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCLmJTmHVyEf@aGl@}EfA{G`A{Ex@cDzKs`@fA{Ep@{Dn@kFZaEJuBGO?aDMiCUuB[_Be@{Ak@oAy@iAs@u@cAq@gAc@{@QqBM[UiCBkDXoC`@qD~@iC`AaD~AiIfF}C`B}DbB}FhBu@P[Lac@~Keh@|MWM}JvBuW|GqDjA_C`AMLyEjCoI`FK?wJ~FMA{@Rs@?m@Oe@Yi@o@Yu@Q_AC}@B{@Lw@Z{@b@o@l@c@j@Mr@Ap@Pl@`@VXN?lSfXtKjNrBfCJPVJjA|AlAbBRFR@NW
Williamson_Wilson_outbound,Williamson_Thornton_outbound,NA,2025-10-17 12:59:52,1851,239,240,Williamson St,3.9833333333333334,Fri,Weekday,1.150158076831305,Williamson (Wilson <-> Thornton),NB,Williamson Wilson to Williamson Thornton via Williamson St,2025-10-17T17:59:52Z,{i|eGr}n`PQaAWs@cDsFk@y@E?{Ra[sHoL}D{GcM}Rs@iAoB}BiI_J
Williamson_Thornton_inbound,Williamson_Wilson_inbound,NA,2025-10-17 12:59:52,1755,213,217,Williamson St,3.55,Fri,Weekday,1.0905064423765212,Williamson (Wilson <-> Thornton),SB,Williamson Thornton to Williamson Wilson via Williamson St,2025-10-17T17:59:52Z,{r~eGzxk`PrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`Bh@z@
Park_Badger_inbound,Park_University_inbound,NA,2025-10-17 12:59:52,4003,585,469,Wisconsin Law Enforcement Officers Hwy and S Park St,9.75,Fri,Weekday,2.4873488825260477,Park (Badger <-> University),NB,Park Badger to Park University via Wisconsin Law Enforcement Officers Hwy and S Park St,2025-10-17T17:59:52Z,u}teGfwr`P}K?cQAcEBuCD_KAeIIqB@sCXyCh@sA^eC~@aCtAiMrJ{IzGmHvFaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_Badger_inbound,Park_University_inbound,NA,2025-10-17 12:59:52,4810,691,534,Fish Hatchery Rd,11.516666666666667,Fri,Weekday,2.988795434661576,Park (Badger <-> University),NB,Park Badger to Park University via Fish Hatchery Rd,2025-10-17T17:59:52Z,u}teGfwr`PEdJB`BQzn@eO@MJwN@MKmCK}A]eBs@s@_@M?sXqRgDsBeAg@u@YsBa@yDCcGC_EGmD?kACOIWIOQQYaGrEaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_University_outbound,Park_Badger_outbound,NA,2025-10-17 12:59:52,3987,528,483,N Park St,8.8,Fri,Weekday,2.4774069434502506,Park (Badger <-> University),SB,Park University to Park Badger via N Park St,2025-10-17T17:59:52Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkDzEsDhCsBlE}CfLcJfCcBvB_AdCy@hBa@jDg@xAEtKBfGAnE@hKKtOFxGA
Park_University_outbound,Park_Badger_outbound,NA,2025-10-17 12:59:53,5086,626,601,N Park St and Fish Hatchery Rd,10.433333333333334,Fri,Weekday,3.1602938837190804,Park (Badger <-> University),SB,Park University to Park Badger via N Park St and Fish Hatchery Rd,2025-10-17T17:59:53Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkD~CaCrBKzBB~FB|@B|JB~@BrB`@t@XdAf@fDrBrXpRHNhBfAv@^vAVxBDZEFEvNANLjKBvBDNgi@kGCD_KG{FpFA
Broom_JND,Broom_Gorham,NA,2025-10-17 12:59:53,872,246,181,S Broom St,4.1,Fri,Weekday,0.5418356796309552,Broom (JND to University),NB,Broom JND to Broom Gorham via S Broom St,2025-10-17T17:59:53Z,qyzeGv_q`P]l@?Hy@jAmB`DsOpTyIhMm@x@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-17 12:59:53,2074,284,265,Regent St,4.733333333333333,Fri,Weekday,1.2887238527002307,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via Regent St,2025-10-17T17:59:53Z,stzeGdmv`PGq@FuHZ{gAH_@?eGBsBX_BdAsFb@cBRoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
North_Shore_Bedford_WB,Regent_Monroe,NA,2025-10-17 12:59:53,2205,316,281,US-151 S and Regent St,5.266666666666667,Fri,Weekday,1.3701234788833214,Regent (Monroe <-> Bedford),WB,North Shore Bedford WB to Regent Monroe via US-151 S and Regent St,2025-10-17T17:59:53Z,eizeGlvq`PrD|Bz@f@XV`@j@Tt@Hh@@~@Ep@W~@i@|@wLzPMV]rBqB|JQ|ACnANdGB^]bkAElEG\NR
JND_Rimrock_inbound,Hairball_inbound,NA,2025-10-17 13:08:15,3849,325,289,John Nolen Dr,5.416666666666667,Fri,Weekday,2.3916577189214983,John Nolen Dr (Rimrock <-> Hairball),NB,JND Rimrock to Hairball via John Nolen Dr,2025-10-17T18:08:15Z,sqveG`|n`PwBnDgBvBiB`BgG~DgBv@gJ|CcBt@iAp@_BtAkG~GsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBkDcBcBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]SUG
Hairball_outbound,JND_Rimrock_outbound,NA,2025-10-17 13:08:15,3905,394,312,John Nolen Dr,6.566666666666666,Fri,Weekday,2.426454505686789,John Nolen Dr (Rimrock <-> Hairball),SB,Hairball to JND Rimrock via John Nolen Dr,2025-10-17T18:08:15Z,gh|eGjeo`P^?\H\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBhCpAxChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHiIhA_A|AaAh@WhGwBjBi@jBu@zA}@nGyE|AaBfAwA~@{AJA^ST@`@L
Johnson_First_inbound,University_Bassett,NA,2025-10-17 13:08:15,3483,530,403,E Gorham St,8.833333333333334,Fri,Weekday,2.1642358625626343,Gorham (First to Bassett),SB,Johnson First to University Bassett via E Gorham St,2025-10-17T18:08:15Z,yy_fGvql`PbDpFJRlD~FdCfEjEvGtD|Gv@rAn@hBJ`A@`CDf@Nn@L\h@hA~DvG`K`PjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
Johnson_First_inbound,University_Bassett,NA,2025-10-17 13:08:15,4203,669,540,US-151 S/E Washington Ave and E Gorham St,11.15,Fri,Weekday,2.6116231209735146,Gorham (First to Bassett),SB,Johnson First to University Bassett via US-151 S/E Washington Ave and E Gorham St,2025-10-17T18:08:15Z,yy_fGvql`PhHsLZ_@LIj@q@RAZHnEdH~BhDdEvGrClEvJrOxJxOwCtEkCbDcGvIfIpMjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
University_Bassett,University_Babcock,NA,2025-10-17 13:08:15,1409,212,205,University Ave,3.533333333333333,Fri,Weekday,0.8755120098624035,University (Bassett to Babcock),WB,University Bassett to University Babcock via University Ave,2025-10-17T18:08:15Z,_w{eGxvr`PJZFp@ArHMbWCdHG|FGjRErT?hDMhFKb@
